Sample ID
CRC-016-19-1A
CRC-016-20-1A
CRC-016-21-1A
CRC-016-22-1A
CRC-016-23-1A
CRC-016-24-1A
CRC-016-25-1A
CRC-016-26-1A
CRC-016-27-1A
CRC-030-15-1A
CRC-030-16-1A
CRC-030-17-1A
CRC-030-18-1A
CRC-030-19-1A
CRC-030-20-1A
CRC-030-21-1A
CRC-067-05-1A
CRC-067-06-1A
CRC-067-07-1A
CRC-067-08-1A
CRC-067-09-1A
CRC-067-10-1A
CRC-067-11-1A
CRC-067-12-1A
CRC-067-13-1A
CRC-067-14-1A
CRC-067-15-1A
CRC-067-16-1A
CRC-067-17-1A
CRC-067-18-1A
CRC-067-19-1A
CRC-067-20-1A
CRC-067-21-1A
CRC-067-22-1A
CRC-067-23-1A
CRC-067-24-1A
CRC-067-25-1A
CRC-067-26-1A
CRC-067-27-1A
CRC-067-28-1A
CRC-073-03-1A
CRC-086-05-1A
CRC-086-06-1A
CRC-086-07-1A
CRC-086-08-1A
CRC-086-09-1A
CRC-086-10-1A
CRC-101-06-1A
CRC-101-07-1A
CRC-101-08-1A
CRC-101-09-1A
CRC-101-10-1A
CRC-101-11-1A
CRC-101-12-1A
CRC-101-13-1A
CRC-119-02-1A
