Sample ID
CRC-016-01-1A
CRC-016-02-1A
CRC-016-03-1A
CRC-016-04-1A
CRC-016-05-1A
CRC-016-06-1A
CRC-016-07-1A
CRC-016-08-1A
CRC-016-09-1A
CRC-016-10-1A
CRC-016-11-1A
CRC-016-12-1A
CRC-016-13-1A
CRC-016-14-1A
CRC-016-15-1A
CRC-016-16-1A
CRC-016-17-1A
CRC-016-18-1A
CRC-030-01-1A
CRC-030-02-1A
CRC-030-03-1A
CRC-030-04-1A
CRC-030-05-1A
CRC-030-06-1A
CRC-030-07-1A
CRC-030-08-1A
CRC-030-09-1A
CRC-030-10-1A
CRC-030-11-1A
CRC-030-12-1A
CRC-030-13-1A
CRC-030-14-1A
CRC-067-01-1A
CRC-067-02-1A
CRC-067-03-1A
CRC-067-04-1A
CRC-073-01-1A
CRC-073-02-1A
CRC-086-01-1A
CRC-086-02-1A
CRC-086-03-1A
CRC-086-04-1A
CRC-101-01-1A
CRC-101-02-1A
CRC-101-03-1A
CRC-101-04-1A
CRC-101-05-1A
CRC-119-01-1A
CRC-133-01-1A
CRC-133-02-1A
